Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),MPN (product.metafields.shopwoo._sw_mpn),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
brown-calf-leather-bos-taurus-handbag-1,Brown Calf Leather Bos Taurus Handbag,"<p>The rigid Handbag by Sacai embodies sophisticated elegance with its rounded shape and rigid handle. The logo on the front and gold detailing add a touch of understated luxury, while the snap closure ensures practicality and security. Perfect for those looking for an accessory that combines contemporary design and functionality, this bag is a must-have to complete any look with style.</p>
<p>Season: SS26<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Sacai,,,"112075178262, 13426, Bags, Brown, Handbags - Bags, New with tags, Sacai, Women",TRUE,Title,Default Title,,,,,,,,SAS12401648BB,3000,shopify,deny,manual,980,1320,TRUE,TRUE,,,,,'9900660915786,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315011.jpg?v=1772548065,1,,FALSE,,,,,,,,S12401,,kg,,620,active
brown-calf-leather-bos-taurus-handbag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315016.jpg?v=1772548065,2,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-handbag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315019.jpg?v=1772548065,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-handbag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315020.jpg?v=1772548064,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-3,Black Calf Leather Bos Taurus Handbag,"<p>The rigid Handbag by Sacai embodies sophisticated elegance with its rounded shape and rigid handle. The logo on the front and gold detailing add a touch of understated luxury, while the snap closure ensures practicality and security. Perfect for those looking for an accessory that combines contemporary design and functionality, this bag is a must-have to complete any look with style.</p>
<p>Season: SS26<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Sacai,,,"112075178262, 13426, Bags, Black, Handbags - Bags, New with tags, Sacai, Women",TRUE,Title,Default Title,,,,,,,,SAS12401001BB,3000,shopify,deny,manual,980,1320,TRUE,TRUE,,,,,'9900660915779,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315007.jpg?v=1772548063,1,,FALSE,,,,,,,,S12401,,kg,,620,active
black-calf-leather-bos-taurus-handbag-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315009.jpg?v=1772548064,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315012.jpg?v=1772548063,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10315015.jpg?v=1772548063,4,,,,,,,,,,,,,,,
blue-cotton-polo-shirt,Blue Cotton Polo Shirt,"<p>This long-sleeved Polo reimagines a classic wardrobe essential with a fresh, contemporary spirit. Clean lines are enhanced by a side zip closure, an unexpected detail that plays with proportions and reveals an ever-evolving sense of femininity. The ribbed collar features an inlaid logo with stripe detailing, adding a refined graphic touch, while the raglan shoulder construction lends a structured yet fluid silhouette. A timeless piece updated with modern elegance and distinctive character.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 100% Cotton</p>
",Miu Miu,,,"112075178262, 13426, Blue, Clothing, Miu Miu, New with tags, Polo Shirts - T-Shirts - Clothing, S, T-Shirts - Clothing, Women, XS",TRUE,Italian Size WOMEN,XS,,,,,,,,MI-MJLA20SOOO18ZWF0008-XS,1000,shopify,deny,manual,956,1120,TRUE,TRUE,,,,,'8057627184028,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10303366.jpg?v=1772548061,1,,FALSE,,,,,,,,,,kg,,690,active
blue-cotton-polo-shirt,,,,,,,,,S,,,,,,,,MI-MJLA20SOOO18ZWF0008-S,1000,shopify,deny,manual,956,1120,TRUE,TRUE,,,,,'8056811202104,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10303367.jpg?v=1772548061,2,,,,,,,,,,,,kg,,690,
blue-cotton-polo-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10303369.jpg?v=1772548061,3,,,,,,,,,,,,,,,
brown-lamb-ovis-aries-aries-shoulder-bag,Brown Lamb Ovis Aries Aries Shoulder Bag,"<p>Icons Shoulder Bag by Chloè combines contemporary elegance with the Maison’s iconic references in a rounded, padded silhouette. Made of soft smooth lambskin nappa leather, it is embellished with a gold chain with Horse Medal detail, miniature charms, and the signature Chloé Iconic. With adjustable loops and hooks, it can be worn over the shoulder or cross-body in a variety of ways, offering versatility and style for any occasion.</p>
<p>Season: SS26<br>
Dimension: 37x18x2<br>
Composition: 100% Lamb Ovis Aries Aries</p>
",Chloé,,,"112075178262, 13426, Bags, Brown, Chloé, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,CHCH25WP124P80602BB,3000,shopify,deny,manual,1065,1420,TRUE,TRUE,,,,,'9900659369583,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10277318.jpg?v=1772548058,1,,FALSE,,,,,,,,CH25WP124P80,,kg,,690,active
brown-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10277319.jpg?v=1772548058,2,,,,,,,,,,,,,,,
brown-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10277320.jpg?v=1772548058,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-2,Black Calf Leather Bos Taurus Handbag,"<p>The Milla Handbag by MCM features a trapezoidal silhouette that gently flares upward. Equipped with two handles and a shoulder strap, it can be worn by hand, on the forearm or over the shoulder with great versatility. Gold details, including protective feet, exclusive closure and central “Mode Creation Munich” logo, add elegance, while discreet stitching and contrasting pink piping define a refined, minimalist design.</p>
<p>Season: SS26<br>
Dimension: 29x20x11<br>
Composition: 100% Calf Leather Bos Taurus</p>
",MCM,,,"112075178262, 13426, Bags, Black, Handbags - Bags, MCM, New with tags, Women",TRUE,Title,Default Title,,,,,,,,MCMWTGSMA02BKBB,3000,shopify,deny,manual,1038,1270,TRUE,TRUE,,,,,'9900659498436,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10275687.jpg?v=1772548056,1,,FALSE,,,,,,,,MWTGSMA02,,kg,,670,active
black-calf-leather-bos-taurus-handbag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10275688.jpg?v=1772548057,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10275689.jpg?v=1772548057,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10275690.jpg?v=1772548056,4,,,,,,,,,,,,,,,
beige-polyamide-shoulder-bag,Beige Polyamide Shoulder Bag,"<p>The Horseshoe Shoulder Bag by Burberry is distinguished by an essential and refined design. Equipped with an adjustable ribbon shoulder strap, it features a practical zipper closure and hand-painted edges that enhance the craftsmanship. The brushed metal detail and leather label with Equestrian Knight Design on the front add an iconic and distinctive note.</p>
<p>Season: SS26<br>
Dimension: 22x18x7<br>
Composition: 100% Polyamide</p>
",Burberry,,,"112075178262, 13426, Bags, Beige, Burberry, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,BU8120876B1001BB,3000,shopify,deny,manual,932,1120,TRUE,TRUE,,,,,'9900660267946,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10264671.jpg?v=1772548055,1,,FALSE,,,,,,,,8120876,,kg,,630,active
beige-polyamide-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10264672.jpg?v=1772548055,2,,,,,,,,,,,,,,,
beige-polyamide-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10264673.jpg?v=1772548054,3,,,,,,,,,,,,,,,
beige-polyamide-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10264675.jpg?v=1772548055,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-1,Black Calf Leather Bos Taurus Handbag,"<p>The Milla Handbag by MCM represents a perfect balance of sophisticated craftsmanship and timeless design. Characterized by a classic rectangular silhouette and a sturdy, lightly reinforced structure, it is made of fine grained leather that ensures strength, prestige and a strong visual impact. The small gold-tone metallic logo on the front, the brand’s distinctive signature, enhances its elegance and individuality. Equipped with two leather handles and a wide detachable shoulder strap with a golden clasp, it offers ideal versatility to accompany different occasions in style.</p>
<p>Season: SS26<br>
Dimension: 38x22x12.5<br>
Composition: 100% Calf Leather Bos Taurus</p>
",MCM,,,"112075178262, 13426, Bags, Black, Handbags - Bags, MCM, New with tags, Women",TRUE,Title,Default Title,,,,,,,,MCMWTGSMA01BKBB,3000,shopify,deny,manual,1165,1520,TRUE,TRUE,,,,,'9900659498405,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247384.jpg?v=1772548053,1,,FALSE,,,,,,,,MWTGSMA01,,kg,,790,active
black-calf-leather-bos-taurus-handbag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247388.jpg?v=1772548053,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247391.jpg?v=1772548053,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247393.jpg?v=1772548053,4,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-handbag,Brown Calf Leather Bos Taurus Handbag,"<p>The Tie Me Handbag by Moschino is a sophisticated and versatile accessory, crafted from suede with a soft construction that lends it a lightweight feel. The fully detachable decorative belt is its distinguishing feature, adding a touch of originality. Medium in size, it features the logo on the flap and a nubuck handle guard with snap buttons. The magnetic back pocket offers practicality, while the lined interior includes a zip pocket and a small patch pocket for convenient organization. An elegant and functional design for any occasion.</p>
<p>Season: SS26<br>
Dimension: 20x18x10<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Moschino,,,"112075178262, 13426, Bags, Brown, Handbags - Bags, Moschino, New with tags, Women",TRUE,Title,Default Title,,,,,,,,MOMC4166PP1OOJ0307BB,3000,shopify,deny,manual,1050,1370,TRUE,TRUE,,,,,'9900660828338,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247300.jpg?v=1772548052,1,,FALSE,,,,,,,,MC4166PP1OOJ0,,kg,,710,active
brown-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247303.jpg?v=1772548051,2,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247306.jpg?v=1772548051,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247309.jpg?v=1772548051,4,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag-2,Brown Calf Leather Bos Taurus Shoulder Bag,"<p>The Marcie mini Shoulder Bag by Chloé is crafted from smooth calfskin and reinterprets the iconic daytime model with a casual and elegant silhouette. Saddle stitching, a hand-wrapped handle and Gold metal details define the design, complemented by leather tassels on the flap. Functional and versatile, it features a main compartment with interior pockets, an adjustable and removable shoulder strap and a zipper closure.</p>
<p>Season: SS26<br>
Dimension: 25x15x7<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Chloé,,,"112075178262, 13426, Bags, Brown, Chloé, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,CHCH26SP927R3526MBB,3000,shopify,deny,manual,1128,1620,TRUE,TRUE,,,,,'9900660327749,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247144.jpg?v=1772548049,1,,FALSE,,,,,,,,CH26SP927R35,,kg,,780,active
brown-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247148.jpg?v=1772548050,2,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247151.jpg?v=1772548049,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247153.jpg?v=1772548050,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-5,Black Calf Leather Bos Taurus Shoulder Bag,"<p>The Marcie mini Shoulder Bag by Chloé is crafted from smooth calfskin and reinterprets the iconic daytime model with a casual and elegant silhouette. Saddle stitching, a hand-wrapped handle and Gold metal details define the design, complemented by leather tassels on the flap. Functional and versatile, it features a main compartment with interior pockets, an adjustable and removable shoulder strap and a zipper closure.</p>
<p>Season: SS26<br>
Dimension: 25x15x7<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Chloé,,,"112075178262, 13426, Bags, Black, Chloé, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,CHCH26SP927R35001BB,3000,shopify,deny,manual,1128,1620,TRUE,TRUE,,,,,'9900660327732,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247137.jpg?v=1772548048,1,,FALSE,,,,,,,,CH26SP927R35,,kg,,780,active
black-calf-leather-bos-taurus-shoulder-bag-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247139.jpg?v=1772548048,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247141.jpg?v=1772548049,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10247142.jpg?v=1772548049,4,,,,,,,,,,,,,,,
beige-polyamide-backpack,Beige Polyamide Backpack,"<p>The Horseshoe mini Backpack by Burberry features a compact and functional design enhanced by a ribbon top handle and adjustable shoulder strap for versatile portability. The turn-up top flap with drawstring and magnetic closure provides practicality, while the exterior zippered pocket and interior pouch pocket offer essential organization. Brushed metal hardware and a leather Equestrian Knight Design label on the front complete the design, which is finished with an interior nylon lining.</p>
<p>Season: SS26<br>
Dimension: 17x20x14<br>
Composition: 100% Polyamide</p>
",Burberry,,,"112075178262, 13426, Backpacks - Bags, Bags, Beige, Burberry, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BU8118909B9368BB,3000,shopify,deny,manual,1088,1320,TRUE,TRUE,,,,,'9900660267724,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10217115.jpg?v=1772548046,1,,FALSE,,,,,,,,8118909,,kg,,720,active
beige-polyamide-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10217116.jpg?v=1772548046,2,,,,,,,,,,,,,,,
beige-polyamide-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10217117.jpg?v=1772548046,3,,,,,,,,,,,,,,,
white-leather-shoulder-bag-1,White Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>2139590762300</b> and code <b>F85624</b> <b>leather</b> in <b>white</b> is a <b>shoulder bags</b> designed by <b>Salvatore Ferragamo</b>. It has features like <b>front logo, removable handle</b>.</p>
",Salvatore Ferragamo,,,"112075374870, 13426, Bags, New with tags, Salvatore Ferragamo, Shoulder Bags - Bags, White, Women",TRUE,Title,Default Title,,,,,,,,SA15448957321481BT,3000,shopify,deny,manual,1079.6,1879,TRUE,TRUE,,,,,'8056283165693,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10202784.jpg?v=1772548045,1,,FALSE,,,,,,,,2.13959E+12,,kg,,717,active
white-leather-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10202788.jpg?v=1772548045,2,,,,,,,,,,,,,,,
white-leather-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10202792.jpg?v=1772548044,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-clutch-bag,Brown Calf Leather Bos Taurus Clutch Bag,"<p>The suede Pouch Bag by Brunello Cucinelli is distinguished by a refined and essential style. Featuring a drawstring closure and shoulder strap, it features a leather lining with a practical inside pocket. The design is embellished with a nickel-free monile decoration, which adds a bright and sophisticated touch.</p>
<p>Season: SS26<br>
Dimension: 25x20x2<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Brunello Cucinelli,,,"112075178262, 13426, Bags, Brown, Brunello Cucinelli, Clutch Bags - Bags, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BRMBDLD2808C7495BB,3000,shopify,deny,manual,1120,1470,TRUE,TRUE,,,,,'9900660325028,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10198384.jpg?v=1772548043,1,,FALSE,,,,,,,,MBDLD2808,,kg,,750,active
brown-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10198387.jpg?v=1772548042,2,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10198389.jpg?v=1772548042,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10198390.jpg?v=1772548043,4,,,,,,,,,,,,,,,
beige-linen-shoulder-bag,Beige Linen Shoulder Bag,"<p>The Woody Shoulder Bag by Chloé is crafted from elegant linen with a refined design and distinctive details. Double flat handles are enhanced by contrasting leather extensions on the side panels, while the brand’s iconic monogram adds a touch of class. Inside, a welt pocket offers practicality, while the interior hidden magnetic button closure provides security without compromising style.</p>
<p>Season: SS26<br>
Dimension: 36x28x11<br>
Composition: 100% Linen</p>
",Chloé,,,"112075178262, 13426, Bags, Beige, Chloé, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,CHCHC23AS383L173D6BB,3000,shopify,deny,manual,985,1320,TRUE,TRUE,,,,,'9900660328159,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10194712.jpg?v=1772548041,1,,FALSE,,,,,,,,CHC23AS383L17,,kg,,630,active
beige-linen-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10194713.jpg?v=1772548041,2,,,,,,,,,,,,,,,
beige-linen-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10194714.jpg?v=1772548041,3,,,,,,,,,,,,,,,
beige-linen-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10194715.jpg?v=1772548041,4,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-clutch-bag,Beige Calf Leather Bos Taurus Clutch Bag,"<p>The suede Pouch Bag by Brunello Cucinelli is distinguished by a refined and essential style. Featuring a drawstring closure and shoulder strap, it features a leather lining with a practical inside pocket. The design is embellished with a nickel-free monile decoration, which adds a bright and sophisticated touch.</p>
<p>Season: SS26<br>
Dimension: 25x20x2<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Brunello Cucinelli,,,"112075178262, 13426, Bags, Beige, Brunello Cucinelli, Clutch Bags - Bags, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BRMBDLD2808C8849BB,3000,shopify,deny,manual,1120,1470,TRUE,TRUE,,,,,'9900660325004,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10190047.jpg?v=1772548039,1,,FALSE,,,,,,,,MBDLD2808,,kg,,750,active
beige-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10190048.jpg?v=1772548039,2,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10190049.jpg?v=1772548039,3,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10190050.jpg?v=1772548040,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag,Black Calf Leather Bos Taurus Handbag,"<p>The Leather Hobo Handbag by Versace, flat handle that can be opened on one side, adjustable and removable flat shoulder strap, three-dimensional iconic brand monogram plaque applied to front, zipper closure at top, metal feet at base of bag, single interior compartment.</p>
<p>Season: SS26<br>
Dimension: 21x17x9<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Versace,,,"112075178262, 13426, Bags, Black, Handbags - Bags, New with tags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE10183021A131711B00VBB,3000,shopify,deny,manual,1095,1420,TRUE,TRUE,,,,,'9900656844588,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10177901.jpg?v=1772548038,1,,FALSE,,,,,,,,10183021A13171,,kg,,750,active
black-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10177902.jpg?v=1772548038,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10177903.jpg?v=1772548038,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10177904.jpg?v=1772548038,4,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-handbag,Beige Calf Leather Bos Taurus Handbag,"<p>The Leather Hobo Handbag by Versace, flat handle that can be opened on one side, adjustable and removable flat shoulder strap, three-dimensional iconic brand monogram plaque applied to front, zipper closure at top, metal feet at base of bag, single interior compartment.</p>
<p>Season: SS26<br>
Dimension: 21x17x9<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Versace,,,"112075178262, 13426, Bags, Beige, Handbags - Bags, New with tags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE10183021A131711YD7VBB,3000,shopify,deny,manual,1095,1420,TRUE,TRUE,,,,,'9900659571399,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055705.jpg?v=1772548035,1,,FALSE,,,,,,,,10183021A13171,,kg,,750,active
beige-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055706.jpg?v=1772548035,2,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055707.jpg?v=1772548035,3,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055708.jpg?v=1772548035,4,,,,,,,,,,,,,,,
beige-lamb-ovis-aries-aries-shoulder-bag,Beige Lamb Ovis Aries Aries Shoulder Bag,"<p>The lambskin Shoulder Bag by Versace is a sophisticated and luxurious accessory that captures the essence of the brand’s bold style. Crafted from soft lambskin leather, the bag features two flat handles that ensure comfort and elegant wearability. The zippered top closure offers security and convenience, while the brand’s iconic logo plaque affixed to the front adds a distinctive touch. A charm with the iconic Medusa logo, applied to the base of the handle, further embellishes the design, lending an accent of luxury and recognition. The interior, with a single compartment, is perfect for holding essentials, making this bag ideal for a refined and functional look.</p>
<p>Season: SS26<br>
Dimension: 27x12x10<br>
Composition: 100% Lamb Ovis Aries Aries</p>
",Versace,,,"112075178262, 13426, Bags, Beige, New with tags, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE10157921A131711YD7VBB,3000,shopify,deny,manual,1015,1320,TRUE,TRUE,,,,,'9900659571382,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055698.jpg?v=1772548033,1,,FALSE,,,,,,,,10157921A13171,,kg,,690,active
beige-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055700.jpg?v=1772548033,2,,,,,,,,,,,,,,,
beige-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055701.jpg?v=1772548034,3,,,,,,,,,,,,,,,
beige-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10055702.jpg?v=1772548033,4,,,,,,,,,,,,,,,
